iso_country,name,iata_code
US,Scholes International At Galveston Airport,GLS
US,Glasgow Municipal Airport,GLW
US,Greenville Downtown Airport,GMU
US,Gooding Municipal Airport,GNG
US,Grants-Milan Municipal Airport,GNT
US,Gainesville Regional Airport,GNV
US,Guthrie-Edmond Regional Airport,GOK
US,Groton New London Airport,GON
US,Glacier Park International Airport,FCA
US,Gulfport Biloxi International Airport,GPT
US,Grand Rapids Itasca Co-Gordon Newstrom field,GPZ
US,Galion Municipal Airport,GQQ
US,Austin Straubel International Airport,GRB
US,Greenwood County Airport,GRD
US,Greenville Airport,GRE
US,Gray Army Air Field,GRF
US,Central Nebraska Regional Airport,GRI
US,Killeen Regional Airport / Robert Gray Army Airfield,GRK
US,Gordon Municipal Airport,GRN
US,Gerald R. Ford International Airport,GRR
US,Seymour Johnson Air Force Base,GSB
US,Goshen Municipal Airport,GSH
US,Piedmont Triad International Airport,GSO
US,Greenville Spartanburg International Airport,GSP
US,Great Falls International Airport,GTF
US,Grantsburg Municipal Airport,GTG
US,Golden Triangle Regional Airport,GTR
US,Gunnison Crested Butte Regional Airport,GUC
US,Gallup Municipal Airport,GUP
US,Grissom Air Reserve Base,GUS
US,Guymon Municipal Airport,GUY
US,Gordonsville Municipal Airport,GVE
US,Lee Gilmer Memorial Airport,GVL
US,Majors Airport,GVT
US,Greenwood–Leflore Airport,GWO
US,Glenwood Springs Municipal Airport,GWS
US,Grayling Airport,KGX
US,Greeley–Weld County Airport,GXY
US,Donaldson Field Airport,GDC
US,North Texas Regional Airport Perrin Field,PNX
US,Phoenix Goodyear Airport,GYR
US,Gary Chicago International Airport,GYY
US,Glacier Creek Airport,KGZ
US,Marion County Rankin Fite Airport,HAB
US,Half Moon Bay Airport,HAF
US,Three Rivers Municipal Dr Haines Airport,HAI
US,Butler Co Regional Airport - Hogan Field,HAO
US,Hattiesburg Bobby L Chain Municipal Airport,HBG
US,Hobart Regional Airport,HBR
US,Brewster Field,HDE
US,Yampa Valley Airport,HDN
US,Thompson-Robbins Airport,HEE
US,Manassas Regional Airport/Harry P. Davis Field,MNZ
US,Natchez–Adams County Airport / Hardy-Anders Field,HEZ
US,Hartford Brainard Airport,HFD
US,Mackall Army Air Field,HFF
US,Hagerstown Regional Richard A Henson Field,HGR
US,Jack Northrop Field Hawthorne Municipal Airport,HHR
US,Stan Stamper Municipal Airport,HUJ
US,Range Regional Airport,HIB
US,Mount Washington Regional Airport,HIE
US,Hill Air Force Base,HIF
US,Lake Havasu City International Airport,HII
US,Portland Hillsboro Airport,HIO
US,Blytheville Municipal Airport,HKA
US,Hawkins Field,HKS
US,Hickory Regional Airport,HKY
US,Batesville Airport,HLB
US,Hill City Municipal Airport,HLC
US,Wheeling Ohio County Airport,HLG
US,Helena Regional Airport,HLN
US,Hood Army Air Field,HLR
US,Holloman Air Force Base,HMN
US,Hemet Ryan Airport,HMT
US,Huntingburg Airport,HNB
US,Henderson Executive Airport,HSH
US,Lea County Regional Airport,HOB
US,Huron Regional Airport,HON
US,Campbell Army Airfield (Fort Campbell),HOP
US,Memorial Field Airport,HOT
US,William P Hobby Airport,HOU
US,Westchester County Airport,HPN
US,Hampton Municipal Airport,HPT
US,Baytown Airport,HPY
US,Bowerman Airport,HQM
US,Hermiston Municipal Airport,HES
US,Valley International Airport,HRL
US,Boone County Airport,HRO
US,Harrisburg-Raleigh Airport,HSB
US,Billy Mitchell Airport,HNC
US,Hot Springs County Airport,THP
US,Hastings Municipal Airport,HSI
US,Ingalls Field,HSP
US,Homestead ARB Airport,HST
US,Huntsville International Carl T Jones Field,HSV
US,Hawthorne Industrial Airport,HTH
US,Roscommon County - Blodgett Memorial Airport,HTL
US,Town of East Hampton Airport,HTO
US,Tri-State Airport / Milton J. Ferguson Field,HTS
US,Lawrence County Airpark,HTW
US,Redstone Army Air Field,HUA
US,"Terre Haute Regional Airport, Hulman Field",HUF
US,Houlton International Airport,HUL
US,Houma Terrebonne Airport,HUM
US,Hutchinson Municipal Airport,HUT
US,Hanksville Airport,HVE
US,Tweed New Haven Airport,HVN
US,Havre City County Airport,HVR
US,Hartsville Regional Airport,HVS
US,Hayward Executive Airport,HWD
US,North Perry Airport,HWO
US,Brookhaven Calabro Airport,WSH
US,Hilton Head Airport,HHH
US,Cape Cod Gateway Airport,HYA
US,Sawyer County Airport,HYR
US,Hays Regional Airport,HYS
US,Hazleton Municipal Airport,HZL
US,Northeast Ohio Regional Airport,JFN
US,McConnell Air Force Base,IAB
US,Washington Dulles International Airport,IAD
US,Niagara Falls International Airport,IAG
US,George Bush Intercontinental Houston Airport,IAH
US,Ivanof Bay Seaplane Base,KIB
US,Schenck Field,ICL
US,Wichita Eisenhower National Airport,ICT
US,Idaho Falls Regional Airport,IDA
US,Ida Grove Municipal Airport,IDG
US,Indiana County–Jimmy Stewart Airport,IDI
US,Independence Municipal Airport,IDP
US,Pine Ridge Airport,XPR
US,Iowa Falls Municipal Airport,IFA
US,Laughlin Bullhead International Airport,IFP
US,Kingman Airport,IGM
US,Jacksonville Municipal Airport,IJX
US,Greater Kankakee Airport,IKK
US,Skylark Field,ILE
US,Wilmington Airport,ILG
US,Wilmington International Airport,ILM
US,Wilmington Airpark,ILN
US,Imperial Municipal Airport,IML
US,Immokalee Regional Airport,IMM
US,Madison Municipal Airport,MDN
US,Ford Airport,IMT
US,Indianapolis International Airport,IND
US,Winkler County Airport,INK
US,Falls International Airport,INL
US,Creech Air Force Base,INS
US,Smith Reynolds Airport,INT
US,Winslow Lindbergh Regional Airport,INW
US,Iowa City Municipal Airport,IOW
US,Imperial County Airport,IPL
US,Williamsport Regional Airport,IPT
US,Kirksville Regional Airport,IRK
US,Kirsch Municipal Airport,IRS
US,Kissimmee Gateway Airport,ISM
US,Kinston Regional Jetport At Stallings Field,ISO
US,Long Island Mac Arthur Airport,ISP
US,Schoolcraft County Airport,ISQ
US,Alexander Field South Wood County Airport,ISW
US,Ithaca Tompkins Regional Airport,ITH
US,Mesa Gateway Airport,AZA
US,Gogebic Iron County Airport,IWD
US,Wiscasset Airport,ISS
US,West Houston Airport,IWS
US,New Century AirCenter Airport,JCI
US,Inyokern Airport,IYK
US,Santa Ynez Airport,SQA
US,Eastern Slopes Regional Airport,FRY
US,Jackson Hole Airport,JAC
US,Jackson-Medgar Wiley Evers International Airport,JAN
US,Jasper County Airport Bell Field,JAS
US,Jacksonville International Airport,JAX
US,Jonesboro Municipal Airport,JBR
US,Kimble County Airport,JCT
US,Jordan Airport,JDN
US,Jefferson City Memorial Airport,JEF
US,John F Kennedy International Airport,JFK
US,Chautauqua County-Jamestown Airport,JHW
US,Jack Edwards National Airport,GUF
US,Joplin Regional Airport,JLN
US,Jamestown Regional Airport,JMS
US,Joliet Regional Airport,JOT
US,Concord-Padgett Regional Airport,USA
US,Cherokee County Airport,JKV
US,John Murtha Johnstown Cambria County Airport,JST
US,Southern Wisconsin Regional Airport,JVL
US,Jackson County Airport/Reynolds Field,JXN
US,Grand Glaize Osage Beach Airport,OSB
US,Kitoi Bay Seaplane Base,KKB
US,Mesa Del Rey Airport,KIC
US,Karluk Lake Seaplane Base,KKL
US,Southwest Washington Regional Airport,KLS
US,Kanab Municipal Airport,KNB
US,Ekuk Airport,KKU
US,Furnace Creek Airport,DTH
US,Borrego Valley Airport,BXS
US,Big Bear City Airport,RBF
US,Marble Canyon Airport,MYH
US,Trona Airport,TRH
US,Southeast Colorado Regional Airport,LAA
US,Purdue University Airport,LAF
US,Lakeland Linder International Airport,LAL
US,Los Alamos Airport,LAM
US,Capital City Airport,LAN
US,Laramie Regional Airport,LAR
US,Harry Reid International Airport,LAS
US,Lawton Fort Sill Regional Airport,LAW
US,Los Angeles International Airport,LAX
US,Lubbock Preston Smith International Airport,LBB
US,Arnold Palmer Regional Airport,LBE
US,North Platte Regional Airport Lee Bird Field,LBF
US,Liberal Mid-America Regional Airport,LBL
US,Lumberton Regional Airport,LBT
US,Texas Gulf Coast Regional Airport,LJN
US,Lake Charles Regional Airport,LCH
US,Laconia Municipal Airport,LCI
US,Rickenbacker International Airport,LCK
US,Lake City Gateway Airport,LCQ
US,Linden Airport,LDJ
US,Mason County Airport,LDM
US,Lebanon Municipal Airport,LEB
US,Leesburg International Airport,LEE
US,Lemmon Municipal Airport,LEM
US,Auburn Lewiston Municipal Airport,LEW
US,Blue Grass Airport,LEX
US,Langley Air Force Base,LFI
US,Angelina County Airport,LFK
US,Lafayette Regional Airport,LFT
US,LaGuardia Airport,LGA
US,Long Beach Airport (Daugherty Field),LGB
US,LaGrange Callaway Airport,LGC
US,La Grande/Union County Airport,LGD
US,Laguna Army Airfield,LGF
US,Logan-Cache Airport,LGU
US,William T. Piper Memorial Airport,LHV
US,MidCoast Regional Airport at Wright Army Airfield,LIY
US,Triangle North Executive Airport,LFN
US,Limon Municipal Airport,LIC
US,Bill & Hillary Clinton National Airport/Adams Field,LIT
US,Lake Placid Airport,LKP
US,Louisa County Airport / Freeman Field,LOW
US,Lake County Airport,LKV
US,Challis Airport,CHL
US,Louisville Winston County Airport,LMS
US,Crater Lake-Klamath Regional Airport,LMT
US,Palm Beach County Park Airport,LNA
US,Hunt Field,LND
US,Lincoln Airport,LNK
US,Lake County Executive Airport,LNN
US,Lonesome Pine Airport,LNP
US,Tri-County Regional Airport,LNR
US,Lancaster Airport,LNS
US,Derby Field,LOL
US,Wings Field,BBX
US,Lewis University Airport,LOT
US,Bowman Field,LOU
US,London-Corbin Airport/Magee Field,LOZ
US,Lompoc Airport,LPC
US,Pickens County Airport,LQK
US,Laredo International Airport,LRD
US,Little Rock Air Force Base,LRF
US,Le Mars Municipal Airport,LRJ
US,Las Cruces International Airport,LRU
US,Lordsburg Municipal Airport,LSB
US,La Crosse Regional Airport,LSE
US,Lawson Army Air Field,LSF
US,Lusk Municipal Airport,LSK
US,Los Banos Municipal Airport,LSN
US,Nellis Air Force Base,LSV
US,Altus Air Force Base,LTS
US,Luke Air Force Base,LUF
US,Cincinnati Municipal Airport Lunken Field,LUK
US,Hesler Noble Field,LUL
US,Livermore Municipal Airport,LVK
US,Brunswick Municipal Airport,LVL
US,Mission Field,LVM
US,Las Vegas Municipal Airport,LVS
US,Greenbrier Valley Airport,LWB
US,Lawrence Municipal Airport,LWC
US,Wells Municipal Airport/Harriet Field,LWL
US,Lawrence Municipal Airport,LWM
US,Lewiston Nez Perce County Airport,LWS
US,Lewistown Municipal Airport,LWT
US,Lawrenceville Vincennes International Airport,LWV
US,Jim Kelly Field,LXN
US,Lake County Airport,LXV
US,Lynchburg Regional Airport - Preston Glenn Field,LYH
US,Lyons-Rice County Municipal Airport,LYO
US,Gwinnett County Briscoe Field,LZU
US,Poplarville Pearl River County Airport,PCU
US,Malta Airport,MLK
US,Macon Downtown Airport,MAC
US,Madera Municipal Airport,MAE
US,Midland International Air and Space Port,MAF
US,Malden Regional Airport,MAW
US,Mobridge Municipal Airport,MBG
US,Manistee County Blacker Airport,MBL
US,Bruce Campbell Field,DXE
US,MBS International Airport,MBS
US,Omar N Bradley Airport,MBY
US,McComb-Pike County Airport / John E Lewis Field,MCB
US,McClellan Airfield,MCC
US,Mackinac Island Airport,MCD
US,Merced Regional Macready Field,MCE
US,MacDill Air Force Base,MCF
US,Kansas City International Airport,MCI
US,McCook Ben Nelson Regional Airport,MCK
US,Middle Georgia Regional Airport,MCN
US,Orlando International Airport,MCO
US,Mason City Municipal Airport,MCW
US,Martindale Army Heliport,MDA
US,Midland Airpark,MDD
US,Southern Illinois Airport,MDH
US,Madison Municipal Airport,XMD
US,Harrisburg International Airport,MDT
US,Chicago Midway International Airport,MDW
US,Taylor County Airport,MDF
US,Laurinburg Maxton Airport,MXE
US,Key Field / Meridian Regional Airport,MEI
US,Memphis International Airport,MEM
US,Castle Airport,MER
US,Minden-Tahoe Airport,MEV
US,Mena Intermountain Municipal Airport,UMZ
US,Mansfield Lahm Regional Airport,MFD
US,McAllen Miller International Airport,MFE
US,Marshfield Municipal Airport,MFI
US,Rogue Valley International Medford Airport,MFR
US,Accomack County Airport,MFV
US,Michigan City Municipal Airport,MGC
US,Dobbins Air Reserve Base,MGE
US,Orange County Airport,MGJ
US,Montgomery Regional (Dannelly Field) Airport,MGM
US,Moultrie Municipal Airport,MGR
US,Morgantown Municipal Airport Walter L. (Bill) Hart Field,MGW
US,Dayton-Wright Brothers Airport,MGY
US,Mitchell Municipal Airport,MHE
US,Manhattan Regional Airport,MHK
US,Marshall Memorial Municipal Airport,MHL
US,Sacramento Mather Airport,MHR
US,Manchester-Boston Regional Airport,MHT
US,Mojave Airport,MHV
US,Miami International Airport,MIA
US,Minot Air Force Base,MIB
US,Crystal Airport,MIC
US,Delaware County Johnson Field,MIE
US,Miami Municipal Airport,MIO
US,Shafter Airport - Minter Field,MIT
US,Millville Municipal Airport,MIV
US,Marshalltown Municipal Airport,MIW
US,Jackson Municipal Airport,MJQ
US,Ocean County Airport,MJX
US,Charles B. Wheeler Downtown Airport,MKC
US,General Mitchell International Airport,MKE
US,Muskegon County Airport,MKG
US,McKellar-Sipes Regional Airport,MKL
US,Muskogee-Davis Regional Airport,MKO
US,Mankato Regional Airport,MKT
US,Marco Island Executive Airport,MRK
US,Melbourne Orlando International Airport,MLB
US,Mc Alester Regional Airport,MLC
US,Malad City Airport,MLD
US,Millard Airport,MIQ
US,Milford Municipal-Ben and Judy Briscoe Field,MLF
US,Quad City International Airport,MLI
US,Baldwin County Regional Airport,MLJ
US,Miles City Airport - Frank Wiley Field,MLS
US,Millinocket Municipal Airport,MLT
US,Monroe Regional Airport,MLU
US,Mammoth Yosemite Airport,MMH
US,McMinn County Airport,MMI
US,Southwest Minnesota Regional Airport - Marshall/Ryan Field,MML
US,Selfs Airport,MMS
US,Mc Entire Joint National Guard Base,MMT
US,Morristown Municipal Airport,MMU
US,Menominee–Marinette Twin County Airport,MNM
US,Marion Municipal Airport,MNN
US,Mobile Regional Airport,MOB
US,Modesto City Co-Harry Sham Field,MOD
US,Mount Pleasant Municipal Airport,MOP
US,Morristown Regional Airport,MOR
US,Minot International Airport,MOT
US,Morris Municipal Airport Charlie Schmidt Field,MOX
US,Mariposa Yosemite Airport,RMY
US,Petit Jean Park Airport,MPJ
US,Pocono Mountains Municipal Airport,MPO
US,Mc Pherson Airport,MPR
US,Edward F Knapp State Airport,MPV
US,Mount Pleasant Municipal Airport,MPZ
US,Macomb Municipal Airport,MQB
US,Dare County Regional Airport,MEO
US,Chester County G O Carlson Airport,CTH
US,Telfair Wheeler Airport,MQW
US,Smyrna Airport,MQY
US,Eastern WV Regional Airport/Shepherd Field,MRB
US,Maury County Airport,MRC
US,Marfa Municipal Airport,MRF
US,Foothills Regional Airport,MRN
US,Monterey Peninsula Airport,MRY
US,Northwest Alabama Regional Airport,MSL
US,Dane County Regional Truax Field,MSN
US,Missoula International Airport,MSO
US,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MSP
US,Massena International Airport Richards Field,MSS
US,Sullivan County International Airport,MSV
US,Louis Armstrong New Orleans International Airport,MSY
US,Selfridge Air National Guard Base Airport,MTC
US,The Florida Keys Marathon Airport,MTH
US,Montrose Regional Airport,MTJ
US,Martin State Airport,MTN
US,Coles County Memorial Airport,MTO
US,Montauk Airport,MTP
US,Manitowoc County Airport,MTW
US,Muir Army Air Field (Fort Indiantown Gap) Airport,MUI
US,Spence Airport,MUL
US,Mountain Home Air Force Base,MUO
US,Muscatine Municipal Airport,MUT
US,Monroe County Aeroplex Airport,MVC
US,Montevideo Chippewa County Airport,MVE
US,Morrisville-Stowe State Airport,MVL
US,Mount Vernon Outland Airport,MVN
US,Martha's Vineyard Airport,MVY
US,Veterans Airport of Southern Illinois,MWA
US,Lawrence J Timmerman Airport,MWC
US,Grant County International Airport,MWH
US,Mineral Wells Regional Airport,MWL
US,Windom Municipal Airport,MWM
US,Middletown Regional Airport,MWO
US,Manila Municipal Airport,MXA
US,Maxwell Air Force Base,MXF
US,Monticello Regional Airport,MXO
US,Moser Bay Seaplane Base,KMY
US,Montgomery-Gibbs Executive Airport,MYF
US,McCall Municipal Airport,MYL
US,Myrtle Beach International Airport,MYR
US,Yuba County Airport,MYV
US,Pinal Airpark,MZJ
US,Marion Municipal Airport,MZZ
US,Cortland County Chase Field,CTX
US,Sidney Municipal Airport,SXY
US,Albert S Nader Regional Airport,ONH
US,New Orleans NAS JRB/Alvin Callender Field,NBG
US,Naval Outlying Field Barin,NHX
US,Dahlgren Naval Surface Warfare Center Airport,DGN
US,Lakehurst Maxfield Field Airport,NEL
US,Whitehouse Naval Outlying Field,NEN
US,Lakefront Airport,NEW
US,Fallon Naval Air Station,NFL
US,NAS Fort Worth JRB / Carswell Field,FWH
US,Naval Air Station Corpus Christi Truax Field,NGP
US,Norfolk Naval Station (Chambers Field),NGU
US,Cabaniss Field Naval Outlying Landing Field,NGW
US,Patuxent River Naval Air Station (Trapnell Field),NHK
US,Jacksonville Naval Air Station (Towers Field),NIP
US,El Centro NAF Airport (Vraciu Field),NJK
US,Miramar Marine Corps Air Station - Mitscher Field,NKX
US,Lemoore Naval Air Station (Reeves Field) Airport,NLC
US,Naval Air Station Pensacola Forrest Sherman Field,NPA
US,Millington-Memphis Airport,NQA
US,Kingsville Naval Air Station,NQI
US,Naval Air Station Key West/Boca Chica Field,NQX
US,Naval Station Mayport / Admiral David L McDonald Field,NRB
US,Naval Outlying Field Imperial Beach (Ream Field),NRS
US,Whiting Field Naval Air Station - North,NSE
US,Point Mugu Naval Air Station (Naval Base Ventura Co),NTD
US,Oceana Naval Air Station,NTU
US,Moffett Federal Airfield,NUQ
US,Whidbey Island Naval Air Station (Ault Field),NUW
US,Nevada Municipal Airport,NVD
US,Quantico Marine Corps Airfield / Turner Field,NYG
US,Yuma International Airport / Marine Corps Air Station Yuma,YUM
US,North Island Naval Air Station-Halsey Field,NZY
US,Nervino Airport,NVN
US,Columbia Airport,COA
US,Oakdale Airport,ODC
US,Yerington Municipal Airport,EYR
US,Albert J Ellis Airport,OAJ
US,San Francisco Bay Oakland International Airport,OAK
US,Marina Municipal Airport,OAR
US,Okeechobee County Airport,OBE
US,Ocala International Airport - Jim Taylor Field,OCF
US,A L Mangham Jr. Regional Airport,OCH
US,Warren Field,OCW
US,Odessa Schlemeyer Field,ODT
US,O'Neal Airport,OEA
US,L O Simenstad Municipal Airport,OEO
US,Offutt Air Force Base,OFF
US,Karl Stefan Memorial Airport,OFK
US,Ogallala Municipal Airport Searle Field,OGA
US,Orangeburg Municipal Airport,OGB
US,Ogden Hinckley Airport,OGD
US,Ogdensburg International Airport,OGS
US,Lt Warren Eaton Airport,OIC
US,Johnson County Executive Airport,OJC
US,Oceanside Municipal Airport,OCN
US,Will Rogers World Airport,OKC
US,AJ Eisenberg Airport,ODW
US,Kokomo Municipal Airport,OKK
US,Okmulgee Regional Airport,OKM
US,Garden County Airport/King Rhiley Field,OKS
US,Winchester Regional Airport,WGO
US,Dewitt Field - Old Town Municipal Airport,OLD
US,Cattaraugus County-Olean Airport,OLE
US,L M Clayton Airport,OLF
US,Olympia Regional Airport,OLM
US,Nogales International Airport,OLS
US,Columbus Municipal Airport,OLU
US,Olive Branch Airport,OLV
US,Olney Noble Airport,OLY
US,Eppley Airfield,OMA
US,Omak Airport,OMK
US,Winona Municipal Airport Max Conrad Field,ONA
US,O'Neill Municipal Airport–John L Baker Field,ONL
US,Socorro Municipal Airport,ONM
US,Ontario Municipal Airport,ONO
US,Newport Municipal Airport,ONP
US,Ontario International Airport,ONT
US,Olney Municipal Airport,ONY
US,Oskaloosa Municipal Airport,OOA
US,Miami-Opa Locka Executive Airport,OPF
US,St Landry Parish Ahart Field,OPL
US,Quonset State Airport,NCO
US,Chicago O'Hare International Airport,ORD
US,Norfolk International Airport,ORF
US,Worcester Regional Airport,ORH
US,Orlando Executive Airport,ORL
US,Orcas Island Airport,ESD
US,Mount Pleasant Regional Airport,MPS
US,Oscoda Wurtsmith Airport,OSC
US,Wittman Regional Airport,OSH
US,The Ohio State University Airport - Don Scott Field,OSU
US,Kosciusko Attala County Airport,OSX
US,Worthington Municipal Airport,OTG
US,Southwest Oregon Regional Airport,OTH
US,Ottumwa Regional Airport,OTM
US,University of Oklahoma Westheimer Airport,OUN
US,Oroville Municipal Airport,OVE
US,Owatonna Degner Regional Airport,OWA
US,Owensboro Daviess County Airport,OWB
US,Norwood Memorial Airport,OWD
US,Central Maine/Norridgewock Airport,OWK
US,Ocean City Municipal Airport,OCE
US,Waterbury Oxford Airport,OXC
US,Miami University Airport,OXD
US,Oxnard Airport,OXR
US,Olga Bay Seaplane Base,KOY
US,St Marys Municipal Airport,STQ
US,Ozona Municipal Airport,OZA
US,Cairns AAF (Fort Rucker) Air Field,OZR
US,Bisbee Municipal Airport,BSQ
US,Polacca Airport,PXL
US,San Carlos Apache Airport,GLB
US,Holbrook Municipal Airport,HBK
US,Cochise County Airport,CWX
US,Cottonwood Airport,CTW
US,Seattle Paine Field International Airport,PAE
US,Barkley Regional Airport,PAH
US,Tyndall Air Force Base,PAM
US,Payson Airport,PJB
US,Palo Alto Airport,PAO
US,Point Baker Seaplane Base,KPB
US,"Pine Bluff Regional Airport, Grider Field",PBF
US,Plattsburgh International Airport,PBG
US,Palm Beach International Airport,PBI
US,Pike County Airport Hatcher Field,PVL
US,Prairie Du Chien Municipal Airport,PCD
US,DeKalb Peachtree Airport,PDK
US,Eastern Oregon Regional Airport at Pendleton,PDT
US,Portland International Airport,PDX
US,Pecos Municipal Airport,PEQ
US,Pacific City State Airport,PFC
US,Page Municipal Airport,PGA
US,Punta Gorda Airport,PGD
US,Kirk Field,PGR
US,Pitt-Greenville Airport,PGV
US,Harry Clever Field,PHD
US,Newport News Williamsburg International Airport,PHF
US,Robert F Swinnie Airport,ADR
US,Palm Beach County Glades Airport,PHK
US,Philadelphia International Airport,PHL
US,St Clair County International Airport,PHN
US,Philip Airport,PHP
US,Henry County Airport,PHT
US,Phoenix Sky Harbor International Airport,PHX
US,General Wayne A. Downing Peoria International Airport,PIA
US,Hattiesburg Laurel Regional Airport,PIB
US,St. Petersburg Clearwater International Airport,PIE
US,Pocatello Regional Airport,PIH
US,Harris County Airport,PIM
US,Pierre Regional Airport,PIR
US,Pittsburgh International Airport,PIT
US,Mid Ohio Valley Regional Airport,PKB
US,Park Rapids Municipal Airport Konshok Field,PKD
US,Park Falls Municipal Airport,PKF
US,M. Graham Clark Downtown Airport,PLK
US,Pellston Regional Airport of Emmet County Airport,PLN
US,St Clair County Airport,PLR
US,Pembina Municipal Airport,PMB
US,Palmdale Regional Airport / USAF Plant 42 Airport,PMD
US,Greater Portsmouth Regional Airport,PMH
US,Pompano Beach Airpark,PPM
US,Ralph Wenz Field,PWY
US,Ponca City Regional Airport,PNC
US,Northeast Philadelphia Airport,PNE
US,Princeton Municipal Airport,PNN
US,Pensacola International Airport,PNS
US,Pope Field,POB
US,Brackett Field,POC
US,Polk Army Air Field,POE
US,Poplar Bluff Municipal Airport,POF
US,Pocahontas Municipal Airport,POH
US,Dutchess County Airport,POU
US,Powell Municipal Airport,POY
US,Perry Lefors Field,PPA
US,Tri-City Airport,PPF
US,La Porte Municipal Airport,LPO
US,Presque Isle International Airport,PQI
US,Trent Lott International Airport,PGL
US,Port Williams Seaplane Base,KPR
US,Paso Robles Municipal Airport,PRB
US,Prescott International Airport - Ernest A. Love Field,PRC
US,Perry Municipal Airport,PRO
US,Cox Field,PRX
US,Mid-State Regional Airport,PSB
US,Tri Cities Airport,PSC
US,Pittsfield Municipal Airport,PSF
US,New River Valley Airport,PSK
US,Portsmouth International at Pease Airport,PSM
US,Palestine Municipal Airport,PSN
US,Stevens Field,PGO
US,Palm Springs International Airport,PSP
US,Palacios Municipal Airport,PSX
US,Dinwiddie County Airport,PTB
US,Oakland County International Airport,PTK
US,Harry P Williams Memorial Airport,PTN
US,Atkinson Municipal Airport,PTS
US,Pratt Regional Airport,PTT
US,Porterville Municipal Airport,PTV
US,Heritage Field,PTW
US,Pueblo Memorial Airport,PUB
US,Carbon County Regional Airport / Buck Davis Field,PUC
US,Pullman-Moscow Regional Airport,PUW
US,Provincetown Municipal Airport,PVC
US,Theodore Francis Green State Airport,PVD
US,Placerville Airport,PVF
US,Provo-Utah Lake International Airport,PVU
US,Hale County Airport,PVW
US,Wiley Post Airport,PWA
US,Sher-Wood Airport,PWD
US,Chicago Executive Airport,PWK
US,Portland International Jetport,PWM
US,Bremerton National Airport,PWT
US,Port Bailey Seaplane Base,KPY
US,Plymouth Municipal Airport,PYM
US,John H Batten Airport,RAC
US,Riverside Municipal Airport,RAL
US,Rapid City Regional Airport,RAP
US,Dallas Executive Airport,RBD
US,Roseburg Regional Airport,RBG
US,Red Bluff Municipal Airport,RBL
US,Lowcountry Regional Airport,RBW
US,Ellsworth Air Force Base,RCA
US,H H Coffield Regional Airport,RCK
US,Fulton County Airport,RCR
US,Nartron Field,RCT
US,Redding Municipal Airport,RDD
US,Reading Regional Airport (Carl A Spaatz Field),RDG
US,Roberts Field,RDM
US,Grand Forks Air Force Base,RDR
US,Raleigh Durham International Airport,RDU
US,Rome State Airport,REO
US,Chicago Rockford International Airport,RFD
US,Rooke Field,RFG
US,Rhinelander Oneida County Airport,RHI
US,Reid-Hillview Airport of Santa Clara County,RHV
US,Richmond International Airport,RIC
US,Richmond Municipal Airport,RID
US,Richfield Municipal Airport,RIF
US,Garfield County Regional Airport,RIL
US,Flabob Airport,RIR
US,March Air Reserve Base,RIV
US,Central Wyoming Regional Airport,RIW
US,Knox County Regional Airport,RKD
US,Aransas County Airport,RKP
US,Robert S Kerr Airport,RKR
US,Southwest Wyoming Regional Airport,RKS
US,Rockwood Municipal Airport,RKW
US,Richland Airport,RLD
US,Griffiss International Airport,RME
US,Richard B Russell Airport,RMG
US,Warren County Memorial Airport,RNC
US,Randolph Air Force Base,RND
US,New Richmond Regional Airport,RNH
US,Reno Tahoe International Airport,RNO
US,Renton Municipal Airport,RNT
US,Roanoke–Blacksburg Regional Airport,ROA
US,Frederick Douglass Greater Rochester International Airport,ROC
US,Rogers Municipal Airport-Carter Field,ROG
US,Roswell Air Center Airport,ROW
US,Roseau Municipal Rudy Billberg Field,ROX
US,Rice Lake Regional Airport - Carl's Field,RIE
US,Roundup Airport,RPX
US,Roben Hood Airport,WBR
US,El Reno Regional Airport,RQO
US,Merrill Municipal Airport,RRL
US,Warroad International Memorial Airport,RRT
US,Russell Municipal Airport,RSL
US,Ruston Regional Airport,RSN
US,Rochester International Airport,RST
US,Southwest Florida International Airport,RSW
US,Raton Municipal Airport / Crews Field,RTN
US,Mid-Carolina Regional Airport,SRW
US,Rutland - Southern Vermont Regional Airport,RUT
US,Mifflin County Airport,RED
US,Tulsa Riverside Airport,RVS
US,Redwood Falls Municipal Airport,RWF
US,Rocky Mount Wilson Regional Airport,RWI
US,Rawlins Municipal Airport/Harvey Field,RWL
US,Rexburg Madison County Airport,RXE
US,Jasper County Airport,RNZ
US,Ashland Municipal Airport Sumner Parker Field,AHM
US,Bandon State Airport,BDY
US,Sunriver Airport,SUO
US,Madras Municipal Airport,MDJ
US,Prineville Airport,PRZ
US,Shively Field,SAA
US,Sacramento Executive Airport,SAC
US,Safford Regional Airport,SAD
US,Santa Fe Municipal Airport,SAF
US,San Diego International Airport,SAN
US,Sparta Community Airport - Hunter Field,SAR
US,Salton Sea Airport,SAS
US,San Antonio International Airport,SAT
US,Savannah Hilton Head International Airport,SAV
US,Marquette/Sawyer International Airport,MQT
US,Santa Barbara Municipal Airport,SBA
US,San Bernardino International Airport,SBD
US,Sheboygan County Memorial Airport,SBM
US,South Bend Regional Airport,SBN
US,San Luis County Regional Airport,SBP
US,Steamboat Springs Bob Adams Field,SBS
US,Shelby Airport,SBX
